Review Number,Form ID,Form Name,Form Version / Revision,Form Ownership,Page,Field ID,Field Key,Field Label,Mapping ID,Field Type,Source Type,Source Path,X,Y,Width,Height,Font Size,Current Multiline,Audit Recommended Multiline,Lee Approves Multiline,Current Mask,Audit Recommended Mask,Lee Approves Mask,Dimension Review Recommended,Lee Approves Dimension Review,Confidence,Audit Reason,Surrounding Content Risk,Dimension Notes,Existing Notes,Lee Notes,Review Status,Visual Reference
76,51,Itemization of Security Deposit,TXR-2216-01-05-2026,GLOBAL,2,3ef280f9-beed-4034-9b63-c28af864ed89,txr_2216_unapproved_alterations_description,TXR-2216 Unapproved Alterations Description,e382bd38-7548-4d32-ac55-c5332e5730bd,text,manual_only,,66.9,460.1,364.8,27.2,9,false,true,,false,true,,false,,MEDIUM CONFIDENCE,Narrative placement with writing-line evidence; enable multiline and mask after quick visual confirm.,Confirm mask does not cover row labels or amount boxes beside the description.,,TXR-2216 initial Draft placement (underline/glyph-derived; awaiting Lee visual review) | lines=0; cap=2; underlineDerived=true,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-51.pdf#page=2
77,51,Itemization of Security Deposit,TXR-2216-01-05-2026,GLOBAL,2,842e26bb-8bfb-4591-a7d5-3ca57d987dc2,txr_2216_smoking_damages_description,TXR-2216 Smoking Damages Description,b4ef21a3-c071-4de2-847f-55123f5f82e7,text,manual_only,,65.1,516.2,367.2,26.4,9,false,true,,false,true,,false,,MEDIUM CONFIDENCE,Narrative placement with writing-line evidence; enable multiline and mask after quick visual confirm.,Confirm mask does not cover row labels or amount boxes beside the description.,,TXR-2216 initial Draft placement (underline/glyph-derived; awaiting Lee visual review) | lines=0; cap=2; underlineDerived=true,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-51.pdf#page=2
78,51,Itemization of Security Deposit,TXR-2216-01-05-2026,GLOBAL,2,83f1ac79-e97a-401b-9d9c-e404cad3a662,txr_2216_other_description,TXR-2216 Other Deduction Description,fb9a57f5-5bc2-4cb4-9f01-e2365dbc4d54,text,manual_only,,62,609.7,370.4,100,9,false,true,,false,true,,false,,HIGH CONFIDENCE,Narrative multi-line area (~9 lines). Preprinted writing lines/underlines indicated in placement (underline/glyph-derived or underscore evidence).,"White mask must stay inside the placement box so adjacent amount columns, row labels, and borders remain visible.",,TXR-2216 initial Draft placement (underline/glyph-derived; awaiting Lee visual review) | lines=0; cap=9; underlineDerived=true,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-51.pdf#page=2
79,9,Lead Based Paint Addendum,TXR-1906-05-04-26,GLOBAL,1,53c21c50-99de-4d55-b4e3-b6f626df4f35,PROPERTY_ADDRESS_CITY,Property Street Address and City,493ff152-fbc4-4aaa-895a-2963b329b120,text,packet_property,full_address,207.31,100.99,330,12,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 12pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TREC 56-0 / TXR 1906 Lead-Based Paint Addendum estimated placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-9.pdf#page=1
80,9,Lead Based Paint Addendum,TXR-1906-05-04-26,GLOBAL,1,6fc10384-48ab-407c-9ad3-c35352aa4481,lead_paint_known_present_explanation,Explanation of known lead-based paint/hazards,d12a7f30-58c1-4ed1-8c1c-7ea692c7e93f,text,manual_only,,90.59,272.68,487.34,11.8,10,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 11.8pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TREC 56-0 / TXR 1906 Lead-Based Paint Addendum estimated placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-9.pdf#page=1
81,9,Lead Based Paint Addendum,TXR-1906-05-04-26,GLOBAL,1,71975e43-4552-4f40-96ac-7e5fd3b2b173,lead_paint_records_list,List of records/reports provided,799b11d9-2936-4fdb-9bf5-f0ec800267cc,text,manual_only,,371.78,314.68,145,12,10,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 12pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TREC 56-0 / TXR 1906 Lead-Based Paint Addendum estimated placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-9.pdf#page=1
82,9,Lead Based Paint Addendum,TXR-1906-05-04-26,GLOBAL,1,71975e43-4552-4f40-96ac-7e5fd3b2b173,lead_paint_records_list,List of records/reports provided,f98689af-f053-489c-a3b9-429a088b9ebd,text,manual_only,,86.16,326.6,505,12,10,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 12pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TREC 56-0 / TXR 1906 Lead-Based Paint Addendum estimated placement | lines=1; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-9.pdf#page=1
83,7,Listing Agreement,TXR-1101-01-05-26,GLOBAL,1,5b8880d8-04de-4e56-ac0e-7ec5c0c70f3e,seller_name_1,Seller Name 1,f12374ff-4a8b-40c3-b80e-23737b6719ee,text,packet_contact,seller_1.full_name,89.04,164.69,485.8,13.85,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 13.85pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1101 paragraph-based estimated placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-7.pdf#page=1
84,7,Listing Agreement,TXR-1101-01-05-26,GLOBAL,1,624ccb71-0ca2-48f8-b7ba-a25f183d6f10,seller_name_2,Seller Name 2,d98c9f25-4e9c-47f0-9b99-d67339e08d48,text,packet_contact,seller_2.full_name,89.55,180.23,484.98,13.47,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 13.47pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1101 paragraph-based estimated placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-7.pdf#page=1
85,7,Listing Agreement,TXR-1101-01-05-26,GLOBAL,1,97aa99b0-8444-4142-ae84-36ec67d88565,SELLER_ADDRESS,Seller Address,204bf5d8-a4df-45b8-9fe6-7d6de38ed270,text,packet_property,street_address,115.72,192.68,457.59,12.82,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 12.82pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1101 paragraph-based estimated placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-7.pdf#page=1
86,7,Listing Agreement,TXR-1101-01-05-26,GLOBAL,1,f134b9a5-1a04-4fc5-8bf7-34c7b9edf4db,seller_phone,Seller Phone,c02bec48-c1ed-453b-81a5-f9e56e4a3d67,text,packet_contact,seller_1.phone,109.16,218.88,218.11,12.19,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 12.19pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1101 paragraph-based estimated placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-7.pdf#page=1
87,7,Listing Agreement,TXR-1101-01-05-26,GLOBAL,1,d6a17db8-f058-443d-88c4-32b8ca6d7b72,seller_email,Seller Email,63354e73-5ead-42be-9240-720935deee7a,text,packet_contact,seller_1.email,122.9,230.95,200.58,13.85,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 13.85pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1101 paragraph-based estimated placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-7.pdf#page=1
88,7,Listing Agreement,TXR-1101-01-05-26,GLOBAL,1,4861d3dd-ad35-4a65-827b-a6266486f7da,LISTING_EXCLUSIONS,Listing Exclusions,79679aaf-04e3-4939-9685-83ab69535d10,text,manual_only,,225.6,669.67,272.4,13.85,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 13.85pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1101 paragraph-based estimated placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-7.pdf#page=1
89,7,Listing Agreement,TXR-1101-01-05-26,GLOBAL,2,517f40e5-2f2a-45ee-a87a-d4cb63f6db52,listing_commission_percent,Listing Commission Percent,5fa33512-efaf-48ad-b0ab-3a4795201bfb,text / number,manual_only,,127.59,319.01,45,14,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1101 paragraph-based estimated placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-7.pdf#page=2
90,7,Listing Agreement,TXR-1101-01-05-26,GLOBAL,2,2fc32a2d-7d83-4cdb-9bea-1240139f5db2,listing_flat_fee,Listing Flat Fee,fb2a4217-5ea4-4c88-8773-f85ae177016c,text / currency,manual_only,,357.9,319.01,70,14,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1101 paragraph-based estimated placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-7.pdf#page=2
91,7,Listing Agreement,TXR-1101-01-05-26,GLOBAL,2,fca33d6f-269d-4081-9d54-2c7e56783542,listing_compensation_other,Listing Compensation Other,cd690ad6-f37a-45fa-9205-3280edf2fb6c,text,manual_only,,123.05,338.8,180,14,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1101 paragraph-based estimated placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-7.pdf#page=2
92,7,Listing Agreement,TXR-1101-01-05-26,GLOBAL,2,ed020c0e-064b-4c0f-b6dc-6209a5d38eab,buyer_broker_comp_flat_fee,Buyer Broker Compensation Flat Fee,36ba2554-3a2a-4431-8e0a-4bb39d498118,text / currency,manual_only,,273.77,418.31,70,14,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1101 paragraph-based estimated placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-7.pdf#page=2
93,7,Listing Agreement,TXR-1101-01-05-26,GLOBAL,2,daa0c0d6-78ce-4510-96a2-05fe371bf01a,buyer_broker_comp_percent,Buyer Broker Compensation Percent,f1108775-88f7-4129-853e-146dd0501691,text / number,manual_only,,91.17,420.88,45,14,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1101 paragraph-based estimated placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-7.pdf#page=2
94,7,Listing Agreement,TXR-1101-01-05-26,GLOBAL,3,54300c4c-ffed-4dce-9fb0-e43ec9869e6a,OTHER_FEES_REIMBURSABLE_EXPENSES,Other Fees and Reimbursable Expenses,5e8c93c8-71ee-4050-b434-66c1137b73c2,text,manual_only,,90.58,494.54,480.16,13.85,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 13.85pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1101 paragraph-based estimated placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-7.pdf#page=3
95,7,Listing Agreement,TXR-1101-01-05-26,GLOBAL,3,5ed7cc9f-622f-4c91-b5b7-5b8aa0e0585c,PROTECTION_PERIOD_DAYS,Protection Period Days,d702bd3c-23b8-41bf-9ff0-bdf7a23623e1,text / integer,,,364.09,552.99,66.18,13.34,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 13.34pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1101 paragraph-based estimated placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-7.pdf#page=3
96,7,Listing Agreement,TXR-1101-01-05-26,GLOBAL,4,31b47d47-9fa6-454e-874e-a1a36ef2c1c0,PAYMENT_COUNTY,Payment County,fe198bbb-b51d-47dd-90c7-81f0bd547bf0,text,,,71.76,79.23,279.58,13.85,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 13.85pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1101 paragraph-based estimated placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-7.pdf#page=4
97,7,Listing Agreement,TXR-1101-01-05-26,GLOBAL,4,e5fb0efa-1301-475c-bc95-db0868262446,mls_delayed_days,MLS Delayed Days,f612dc86-c68b-4205-9291-c39c9c2827ea,text / integer,manual_only,,457.97,353.9,60.53,13.85,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 13.85pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1101 paragraph-based estimated placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-7.pdf#page=4
98,7,Listing Agreement,TXR-1101-01-05-26,GLOBAL,4,adc116b2-b368-4bd3-bd77-25472b867277,mls_delayed_purpose,MLS Delayed Purpose,343acab2-f835-467f-be14-0f07dfebf119,text,manual_only,,96.4,382.57,472.98,13.34,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 13.34pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1101 paragraph-based estimated placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-7.pdf#page=4
99,7,Listing Agreement,TXR-1101-01-05-26,GLOBAL,5,1c7ef2a8-0842-4a84-80ac-4e69a8ec2437,SCHEDULING_COMPANY,Scheduling Company,c90356e8-3c19-4e33-b217-5157e2c18231,text,manual_only,,271.84,474.5,300,14,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1101 paragraph-based estimated placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-7.pdf#page=5
100,7,Listing Agreement,TXR-1101-01-05-26,GLOBAL,7,eeded65d-fb2e-4b96-9358-eeb7cbfe57d1,financing_other_description,Financing Other Description,59e44d2f-d02e-48ae-93e9-cb04be500025,text,manual_only,,339.99,270.71,200,14,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1101 paragraph-based estimated placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-7.pdf#page=7
101,7,Listing Agreement,TXR-1101-01-05-26,GLOBAL,8,b08bb4a1-95ec-4824-92cc-36a3a0601e90,KNOWN_FINANCIAL_OBLIGATIONS_EXCEPTION,Known Financial Obligations Exception,d19f1150-8aeb-454a-980d-db6f1910835a,text,manual_only,,77.24,113.87,484.26,13.85,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 13.85pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1101 paragraph-based estimated placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-7.pdf#page=8
102,7,Listing Agreement,TXR-1101-01-05-26,GLOBAL,8,b4fa63a8-2107-4fda-b5ec-c06ba3e85884,KNOWN_LIENS_EXCEPTION,Known Liens Exception,89884ff1-ace6-4669-a652-4697c761519a,text,manual_only,,75.7,140.78,486.83,13.85,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 13.85pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1101 paragraph-based estimated placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-7.pdf#page=8
103,7,Listing Agreement,TXR-1101-01-05-26,GLOBAL,8,998b7869-bc45-4686-a75c-e60cd3581b78,EMPLOYER_RELOCATION_COMPANY,Employer Relocation Company,0351ee67-4061-44a9-8478-a910d4fa5920,text,manual_only,,185.48,204.36,360,14,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1101 paragraph-based estimated placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-7.pdf#page=8
104,7,Listing Agreement,TXR-1101-01-05-26,GLOBAL,8,062cc399-475f-471e-a23e-cc4156c7a531,KNOWN_DISTRICTS,Known Districts,89bbf5cc-7140-44e4-89da-d9972679799f,text,manual_only,,73.65,280.76,488.37,13.85,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 13.85pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1101 paragraph-based estimated placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-7.pdf#page=8
105,7,Listing Agreement,TXR-1101-01-05-26,GLOBAL,9,ef9b7bc7-b878-49f6-8e92-c294dd733089,SPECIAL_PROVISIONS,Special Provisions,a47926b7-f82a-4d88-8e40-eac9c0ca1858,text,,,68,165.72,500,60,9,false,true,,false,false,,false,,MEDIUM CONFIDENCE,Tall narrative box (~5 lines) without conclusive line geometry; multiline recommended; mask only after visual confirm of printed lines.,Low — no mask recommended.,,TXR-1101 paragraph-based estimated placement | lines=0; cap=5; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-7.pdf#page=9
106,7,Listing Agreement,TXR-1101-01-05-26,GLOBAL,9,9052015a-dfb9-41b3-b9a9-028ebbe8673b,OTHER_DOCUMENT_DESCRIPTION,Other Document Description,eba52491-291c-4916-b0d2-646d29216d29,text,,,72.31,683.66,503.25,14.36,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14.36pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TXR-1101 paragraph-based estimated placement | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-7.pdf#page=9
107,40,NON-REALTY ITEMS ADDENDUM,TXR-1924-10-10-2011,GLOBAL,1,19559617-2562-4b67-9118-457ab95c8a42,txr_1924_personal_property_description,TXR-1924 Personal Property Description,542cdc3c-e0ba-4dfa-ab12-9438ca1afb94,text,manual_only,,64.5,236.7,502.5,202,9,false,true,,false,false,,false,,MEDIUM CONFIDENCE,Tall narrative box (~18 lines) without conclusive line geometry; multiline recommended; mask only after visual confirm of printed lines.,Low — no mask recommended.,,Forms 39–42 initial production Draft placement (visual inventory) | lines=0; cap=18; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-40.pdf#page=1
108,43,NOTICE OF SELLER'S TERMINATION OF CONTRACT,TXR-1950-08-13-2018,GLOBAL,1,94620a28-924f-4d7d-a6de-d7a27097ed2b,txr_1950_terminate_other_text,TXR-1950 Terminate Other Text,ff7b46ef-f5c4-42b3-b2ff-73b80dcbd934,text,manual_only,,72.5,289,464.3,68.4,9,false,false,,false,false,,false,,REVIEW REQUIRED,Tall placement without clear narrative purpose — visual review before enabling multiline.,Low — no mask recommended.,,Substantial first line — 6 underscore rules | lines=0; cap=6; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-43.pdf#page=1
109,44,NOTICE TO PURCHASER OF SPECIAL TAXING OR ASSESSMENT DISTRICT,TXR-1420-02-12-2024,GLOBAL,1,16ab33f0-a611-4e63-af2d-d3b8c22db3a1,txr_1420_bonds_approved_other_description,TXR-1420 Bonds Approved Other Description,cbfacaa9-beeb-486a-afe8-4c80d44923f4,text,manual_only,,215.3,629.8,339.8,14,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,AcroForm Text12 | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-44.pdf#page=1
110,44,NOTICE TO PURCHASER OF SPECIAL TAXING OR ASSESSMENT DISTRICT,TXR-1420-02-12-2024,GLOBAL,1,8f9c4d85-0d18-460a-be00-ad7f19628d95,txr_1420_bonds_issued_other_description,TXR-1420 Bonds Issued Other Description,59f9250c-f607-4abf-8068-fbc696c0a74c,text,manual_only,,214.7,727.3,339.8,14,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,AcroForm Text17 | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-44.pdf#page=1
111,44,NOTICE TO PURCHASER OF SPECIAL TAXING OR ASSESSMENT DISTRICT,TXR-1420-02-12-2024,GLOBAL,2,97e9fb43-8aa7-48ad-888f-87d7c7656de6,txr_1420_purpose_other_description,TXR-1420 Purpose Other Description,7b99945d-f13d-4a7e-8a73-6c51b9619270,text,manual_only,,196.3,419.8,229.2,14,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 14pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,AcroForm Text23 | lines=0; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-44.pdf#page=2
112,11,One to Four Residential,TXR-1601-05-04-2026,GLOBAL,1,75358af0-183c-47d4-9bcb-87e8691b4e66,CONTRACT_PROPERTY_EXCLUSIONS,Contract Property Exclusions,3594100e-08aa-4909-8988-0357067f767f,text,manual_only,,68.46,410.72,500.17,12.82,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 12.82pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TREC 20-19 / TXR 1601 One to Four Family Residential Contract estimated placement | lines=2; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-11.pdf#page=1
113,11,One to Four Residential,TXR-1601-05-04-2026,GLOBAL,5,68ab207d-d60c-4262-b96d-4135f8f8e639,contract_specific_repairs,Specific Repairs,c7896926-b224-445e-b4ec-e55973fa1c3f,text,manual_only,,77.06,93.43,495.25,11.55,9,false,true,,false,false,,true,,REVIEW REQUIRED,Narrative purpose but current height is ~1 line — dimension increase may be needed to cover the printed writing area.,Enlarging may approach amount columns or following rows — review carefully.,Height 11.55pt ≈ 1 line(s). Expand only after confirming intended lined region on the PDF.,TREC 20-19 / TXR 1601 One to Four Family Residential Contract estimated placement | lines=1; cap=1; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-11.pdf#page=5
114,11,One to Four Residential,TXR-1601-05-04-2026,GLOBAL,6,da9e14f5-6f26-4d0a-9f13-7e8097fed433,CONTRACT_SPECIAL_PROVISIONS,Special Provisions,ee524f14-559a-49b5-b69d-6aee0c20970f,text,,,68.46,553.56,495.04,23.6,9,false,true,,false,true,,false,,MEDIUM CONFIDENCE,Narrative placement with writing-line evidence; enable multiline and mask after quick visual confirm.,Confirm mask does not cover row labels or amount boxes beside the description.,,TREC 20-19 / TXR 1601 One to Four Family Residential Contract estimated placement | lines=3; cap=2; underlineDerived=false,,Not Reviewed,_audit_tmp/prod-multiline-mask-audit/pdfs/form-11.pdf#page=6
